district,campus,order,articulated_avg,unarticulated_avg
Solano Community College District,UCSD,1,5.0,2.0
Solano Community College District,UCSD,2,1.75,2.0
Solano Community College District,UCSD,3,0.93,2.0
Solano Community College District,UCSD,4,0.43,2.0
Solano Community College District,UCSB,1,5.0,2.0
Solano Community College District,UCSB,2,1.88,2.0
Solano Community College District,UCSB,3,1.11,2.0
Solano Community College District,UCSB,4,0.61,2.0
Solano Community College District,UCLA,1,6.0,0.0
Solano Community College District,UCLA,2,2.38,0.0
Solano Community College District,UCLA,3,1.29,0.0
Solano Community College District,UCLA,4,0.61,0.0
Solano Community College District,UCB,1,5.0,0.0
Solano Community College District,UCB,2,1.75,0.0
Solano Community College District,UCB,3,0.93,0.0
Solano Community College District,UCB,4,0.43,0.0
Solano Community College District,UCSC,1,5.0,0.0
Solano Community College District,UCSC,2,2.25,0.0
Solano Community College District,UCSC,3,1.64,0.0
Solano Community College District,UCSC,4,1.16,0.0
Solano Community College District,UCI,1,2.0,4.0
Solano Community College District,UCI,2,0.0,4.0
Solano Community College District,UCI,3,0.0,4.0
Solano Community College District,UCI,4,0.0,4.0
Solano Community College District,UCR,1,3.0,1.0
Solano Community College District,UCR,2,0.62,1.0
Solano Community College District,UCR,3,0.36,1.0
Solano Community College District,UCR,4,0.18,1.0
Sonoma County Junior College District,UCD,1,6.0,1.0
Sonoma County Junior College District,UCD,2,2.75,0.88
Sonoma County Junior College District,UCD,3,1.89,0.86
Sonoma County Junior College District,UCD,4,1.32,0.89
Sonoma County Junior College District,UCM,1,7.0,0.0
Sonoma County Junior College District,UCM,2,3.12,0.0
Sonoma County Junior College District,UCM,3,1.96,0.0
Sonoma County Junior College District,UCM,4,1.32,0.0
Sonoma County Junior College District,UCSD,1,6.0,1.0
Sonoma County Junior College District,UCSD,2,2.5,0.88
Sonoma County Junior College District,UCSD,3,1.5,0.86
Sonoma County Junior College District,UCSD,4,0.88,0.89
Sonoma County Junior College District,UCSB,1,7.0,0.0
Sonoma County Junior College District,UCSB,2,3.25,0.0
Sonoma County Junior College District,UCSB,3,2.14,0.0
Sonoma County Junior College District,UCSB,4,1.5,0.0
Sonoma County Junior College District,UCLA,1,5.0,1.0
Sonoma County Junior College District,UCLA,2,1.75,1.0
Sonoma County Junior College District,UCLA,3,0.93,1.0
Sonoma County Junior College District,UCLA,4,0.43,1.0
Sonoma County Junior College District,UCB,1,5.0,0.0
Sonoma County Junior College District,UCB,2,1.75,0.0
Sonoma County Junior College District,UCB,3,0.93,0.0
Sonoma County Junior College District,UCB,4,0.43,0.0
Sonoma County Junior College District,UCSC,1,5.0,0.0
Sonoma County Junior College District,UCSC,2,2.0,0.0
Sonoma County Junior College District,UCSC,3,1.32,0.0
Sonoma County Junior College District,UCSC,4,0.88,0.0
Sonoma County Junior College District,UCI,1,2.0,4.0
Sonoma County Junior College District,UCI,2,0.0,3.5
Sonoma County Junior College District,UCI,3,0.0,3.21
Sonoma County Junior College District,UCI,4,0.0,3.07
Sonoma County Junior College District,UCR,1,4.0,0.0
Sonoma County Junior College District,UCR,2,1.12,0.0
Sonoma County Junior College District,UCR,3,0.57,0.0
Sonoma County Junior College District,UCR,4,0.25,0.0
South Orange County Community College District,UCD,1,8.0,0.0
South Orange County Community College District,UCD,2,4.38,0.0
South Orange County Community College District,UCD,3,3.36,0.0
South Orange County Community College District,UCD,4,2.77,0.0
South Orange County Community College District,UCM,1,7.0,0.0
South Orange County Community College District,UCM,2,2.88,0.0
South Orange County Community College District,UCM,3,1.64,0.0
South Orange County Community College District,UCM,4,1.04,0.0
South Orange County Community College District,UCSD,1,7.0,0.0
South Orange County Community College District,UCSD,2,3.0,0.0
South Orange County Community College District,UCSD,3,1.71,0.0
South Orange County Community College District,UCSD,4,0.95,0.0
South Orange County Community College District,UCSB,1,7.0,0.0
South Orange County Community College District,UCSB,2,2.75,0.0
South Orange County Community College District,UCSB,3,1.36,0.0
South Orange County Community College District,UCSB,4,0.57,0.0
South Orange County Community College District,UCLA,1,6.0,0.0
South Orange County Community College District,UCLA,2,2.38,0.0
South Orange County Community College District,UCLA,3,1.36,0.0
South Orange County Community College District,UCLA,4,0.77,0.0
South Orange County Community College District,UCB,1,5.0,0.0
South Orange County Community College District,UCB,2,1.75,0.0
South Orange County Community College District,UCB,3,0.93,0.0
South Orange County Community College District,UCB,4,0.43,0.0
South Orange County Community College District,UCSC,1,6.0,0.0
South Orange County Community College District,UCSC,2,3.12,0.0
South Orange County Community College District,UCSC,3,2.57,0.0
South Orange County Community College District,UCSC,4,2.25,0.0
South Orange County Community College District,UCI,1,5.0,0.0
South Orange County Community College District,UCI,2,3.0,0.0
South Orange County Community College District,UCI,3,3.0,0.0
South Orange County Community College District,UCI,4,3.0,0.0
South Orange County Community College District,UCR,1,4.0,0.0
South Orange County Community College District,UCR,2,1.25,0.0
South Orange County Community College District,UCR,3,0.79,0.0
South Orange County Community College District,UCR,4,0.52,0.0
Southwestern Community College District,UCD,1,6.0,2.0
Southwestern Community College District,UCD,2,2.38,1.88
Southwestern Community College District,UCD,3,1.5,1.79
Southwestern Community College District,UCD,4,0.98,1.73
Southwestern Community College District,UCM,1,7.0,0.0
Southwestern Community College District,UCM,2,2.62,0.0
Southwestern Community College District,UCM,3,1.36,0.0
Southwestern Community College District,UCM,4,0.68,0.0
Southwestern Community College District,UCSD,1,7.0,0.0
Southwestern Community College District,UCSD,2,3.0,0.0
Southwestern Community College District,UCSD,3,1.96,0.0
Southwestern Community College District,UCSD,4,1.43,0.0
Southwestern Community College District,UCSB,1,6.0,1.0
Southwestern Community College District,UCSB,2,2.25,1.0
Southwestern Community College District,UCSB,3,1.32,1.0
Southwestern Community College District,UCSB,4,0.8,1.0
Southwestern Community College District,UCLA,1,6.0,0.0
Southwestern Community College District,UCLA,2,2.12,0.0
Southwestern Community College District,UCLA,3,1.18,0.0
Southwestern Community College District,UCLA,4,0.7,0.0
Southwestern Community College District,UCB,1,5.0,0.0
Southwestern Community College District,UCB,2,1.62,0.0
Southwestern Community College District,UCB,3,0.79,0.0
Southwestern Community College District,UCB,4,0.32,0.0
Southwestern Community College District,UCSC,1,5.0,0.0
Southwestern Community College District,UCSC,2,2.12,0.0
Southwestern Community College District,UCSC,3,1.57,0.0
Southwestern Community College District,UCSC,4,1.14,0.0
Southwestern Community College District,UCI,1,3.0,1.0
Southwestern Community College District,UCI,2,0.88,0.75
Southwestern Community College District,UCI,3,0.89,0.54
Southwestern Community College District,UCI,4,0.95,0.36
Southwestern Community College District,UCR,1,3.0,1.0
Southwestern Community College District,UCR,2,0.25,1.0
Southwestern Community College District,UCR,3,0.04,1.0
Southwestern Community College District,UCR,4,0.0,1.0
State Center Community College District,UCD,1,7.0,0.0
State Center Community College District,UCD,2,2.62,0.0
State Center Community College District,UCD,3,1.46,0.0
State Center Community College District,UCD,4,0.89,0.0
State Center Community College District,UCM,1,6.0,0.0
State Center Community College District,UCM,2,1.62,0.0
State Center Community College District,UCM,3,0.57,0.0
State Center Community College District,UCM,4,0.16,0.0
State Center Community College District,UCSD,1,6.0,0.0
State Center Community College District,UCSD,2,1.88,0.0
State Center Community College District,UCSD,3,0.82,0.0
State Center Community College District,UCSD,4,0.32,0.0
State Center Community College District,UCSB,1,6.0,0.0
State Center Community College District,UCSB,2,1.75,0.0
State Center Community College District,UCSB,3,0.71,0.0
State Center Community College District,UCSB,4,0.27,0.0
State Center Community College District,UCLA,1,5.0,0.0
State Center Community College District,UCLA,2,1.38,0.0
State Center Community College District,UCLA,3,0.54,0.0
State Center Community College District,UCLA,4,0.16,0.0
State Center Community College District,UCB,1,4.0,0.0
State Center Community College District,UCB,2,1.0,0.0
State Center Community College District,UCB,3,0.43,0.0
State Center Community College District,UCB,4,0.14,0.0
State Center Community College District,UCSC,1,5.0,0.0
State Center Community College District,UCSC,2,1.75,0.0
State Center Community College District,UCSC,3,1.14,0.0
State Center Community College District,UCSC,4,0.8,0.0
State Center Community College District,UCI,1,4.0,1.0
State Center Community College District,UCI,2,0.62,0.5
State Center Community College District,UCI,3,0.14,0.21
State Center Community College District,UCI,4,0.02,0.07
State Center Community College District,UCR,1,4.0,0.0
State Center Community College District,UCR,2,0.62,0.0
State Center Community College District,UCR,3,0.14,0.0
State Center Community College District,UCR,4,0.02,0.0
Ventura County Community College District,UCD,1,9.0,0.0
Ventura County Community College District,UCD,2,5.75,0.0
Ventura County Community College District,UCD,3,5.0,0.0
Ventura County Community College District,UCD,4,4.48,0.0
Ventura County Community College District,UCM,1,7.0,0.0
Ventura County Community College District,UCM,2,3.0,0.0
Ventura County Community College District,UCM,3,1.82,0.0
Ventura County Community College District,UCM,4,1.11,0.0
Ventura County Community College District,UCSD,1,7.0,0.0
Ventura County Community College District,UCSD,2,3.0,0.0
Ventura County Community College District,UCSD,3,1.82,0.0
Ventura County Community College District,UCSD,4,1.11,0.0
Ventura County Community College District,UCSB,1,7.0,0.0
Ventura County Community College District,UCSB,2,2.88,0.0
Ventura County Community College District,UCSB,3,1.61,0.0
Ventura County Community College District,UCSB,4,0.84,0.0
Ventura County Community College District,UCLA,1,6.0,0.0
Ventura County Community College District,UCLA,2,2.38,0.0
Ventura County Community College District,UCLA,3,1.39,0.0
Ventura County Community College District,UCLA,4,0.77,0.0
Ventura County Community College District,UCB,1,5.0,0.0
Ventura County Community College District,UCB,2,1.75,0.0
Ventura County Community College District,UCB,3,0.93,0.0
Ventura County Community College District,UCB,4,0.43,0.0
Ventura County Community College District,UCSC,1,5.0,0.0
Ventura County Community College District,UCSC,2,2.38,0.0
Ventura County Community College District,UCSC,3,1.86,0.0
Ventura County Community College District,UCSC,4,1.43,0.0
Ventura County Community College District,UCI,1,4.0,1.0
Ventura County Community College District,UCI,2,1.12,0.75
Ventura County Community College District,UCI,3,0.68,0.54
Ventura County Community College District,UCI,4,0.41,0.36
Ventura County Community College District,UCR,1,3.0,1.0
Ventura County Community College District,UCR,2,0.25,1.0
Ventura County Community College District,UCR,3,0.04,1.0
Ventura County Community College District,UCR,4,0.0,1.0
Victor Valley Community College District,UCD,1,4.0,3.0
Victor Valley Community College District,UCD,2,1.62,3.0
Victor Valley Community College District,UCD,3,1.29,3.0
Victor Valley Community College District,UCD,4,0.98,3.0
Victor Valley Community College District,UCM,1,5.0,2.0
Victor Valley Community College District,UCM,2,1.75,2.0
Victor Valley Community College District,UCM,3,0.93,2.0
Victor Valley Community College District,UCM,4,0.43,2.0
Victor Valley Community College District,UCSD,1,5.0,2.0
Victor Valley Community College District,UCSD,2,2.0,2.0
Victor Valley Community College District,UCSD,3,1.36,2.0
Victor Valley Community College District,UCSD,4,0.98,2.0
Victor Valley Community College District,UCSB,1,7.0,0.0
Victor Valley Community College District,UCSB,2,3.62,0.0
Victor Valley Community College District,UCSB,3,2.64,0.0
Victor Valley Community College District,UCSB,4,1.96,0.0
Victor Valley Community College District,UCLA,1,5.0,1.0
Victor Valley Community College District,UCLA,2,1.75,1.0
Victor Valley Community College District,UCLA,3,0.93,1.0
Victor Valley Community College District,UCLA,4,0.43,1.0
Victor Valley Community College District,UCB,1,5.0,0.0
Victor Valley Community College District,UCB,2,1.75,0.0
Victor Valley Community College District,UCB,3,0.93,0.0
Victor Valley Community College District,UCB,4,0.43,0.0
Victor Valley Community College District,UCSC,1,4.0,1.0
Victor Valley Community College District,UCSC,2,1.75,1.0
Victor Valley Community College District,UCSC,3,1.5,1.0
Victor Valley Community College District,UCSC,4,1.25,1.0
Victor Valley Community College District,UCI,1,2.0,4.0
Victor Valley Community College District,UCI,2,0.0,4.0
Victor Valley Community College District,UCI,3,0.0,4.0
Victor Valley Community College District,UCI,4,0.0,4.0
Victor Valley Community College District,UCR,1,4.0,0.0
Victor Valley Community College District,UCR,2,1.5,0.0
Victor Valley Community College District,UCR,3,1.07,0.0
Victor Valley Community College District,UCR,4,0.71,0.0
West Hills Community College District,UCD,1,3.0,5.0
West Hills Community College District,UCD,2,0.5,5.0
West Hills Community College District,UCD,3,0.21,5.0
West Hills Community College District,UCD,4,0.07,5.0
West Hills Community College District,UCM,1,6.0,1.0
West Hills Community College District,UCM,2,2.38,1.0
West Hills Community College District,UCM,3,1.32,1.0
West Hills Community College District,UCM,4,0.68,1.0
West Hills Community College District,UCSD,1,4.0,3.0
West Hills Community College District,UCSD,2,1.0,2.88
West Hills Community College District,UCSD,3,0.43,2.75
West Hills Community College District,UCSD,4,0.14,2.62
West Hills Community College District,UCSB,1,5.0,2.0
West Hills Community College District,UCSB,2,1.88,2.0
West Hills Community College District,UCSB,3,1.11,2.0
West Hills Community College District,UCSB,4,0.61,2.0
West Hills Community College District,UCLA,1,5.0,1.0
West Hills Community College District,UCLA,2,1.62,1.0
West Hills Community College District,UCLA,3,0.79,1.0
West Hills Community College District,UCLA,4,0.32,1.0
West Hills Community College District,UCB,1,5.0,0.0
West Hills Community College District,UCB,2,1.62,0.0
West Hills Community College District,UCB,3,0.79,0.0
West Hills Community College District,UCB,4,0.32,0.0
West Hills Community College District,UCSC,1,2.0,3.0
West Hills Community College District,UCSC,2,0.0,2.88
West Hills Community College District,UCSC,3,0.0,2.75
West Hills Community College District,UCSC,4,0.0,2.62
West Hills Community College District,UCI,1,2.0,4.0
West Hills Community College District,UCI,2,0.0,4.0
West Hills Community College District,UCI,3,0.0,4.0
West Hills Community College District,UCI,4,0.0,4.0
West Hills Community College District,UCR,1,3.0,1.0
West Hills Community College District,UCR,2,0.75,1.0
West Hills Community College District,UCR,3,0.54,1.0
West Hills Community College District,UCR,4,0.36,1.0
West Kern Community College District,UCD,1,4.0,4.0
West Kern Community College District,UCD,2,1.12,4.0
West Kern Community College District,UCD,3,0.57,4.0
West Kern Community College District,UCD,4,0.25,4.0
West Kern Community College District,UCM,1,6.0,1.0
West Kern Community College District,UCM,2,2.5,1.0
West Kern Community College District,UCM,3,1.46,1.0
West Kern Community College District,UCM,4,0.79,1.0
West Kern Community College District,UCSD,1,3.0,4.0
West Kern Community College District,UCSD,2,0.5,3.88
West Kern Community College District,UCSD,3,0.21,3.75
West Kern Community College District,UCSD,4,0.07,3.62
West Kern Community College District,UCSB,1,7.0,0.0
West Kern Community College District,UCSB,2,4.0,0.0
West Kern Community College District,UCSB,3,3.25,0.0
West Kern Community College District,UCSB,4,2.71,0.0
West Kern Community College District,UCLA,1,4.0,2.0
West Kern Community College District,UCLA,2,1.12,2.0
West Kern Community College District,UCLA,3,0.57,2.0
West Kern Community College District,UCLA,4,0.25,2.0
West Kern Community College District,UCB,1,5.0,0.0
West Kern Community College District,UCB,2,1.88,0.0
West Kern Community College District,UCB,3,1.11,0.0
West Kern Community College District,UCB,4,0.61,0.0
West Kern Community College District,UCSC,1,2.0,3.0
West Kern Community College District,UCSC,2,0.0,2.88
West Kern Community College District,UCSC,3,0.0,2.75
West Kern Community College District,UCSC,4,0.0,2.62
West Kern Community College District,UCI,1,2.0,4.0
West Kern Community College District,UCI,2,0.0,4.0
West Kern Community College District,UCI,3,0.0,4.0
West Kern Community College District,UCI,4,0.0,4.0
West Kern Community College District,UCR,1,3.0,1.0
West Kern Community College District,UCR,2,0.62,1.0
West Kern Community College District,UCR,3,0.36,1.0
West Kern Community College District,UCR,4,0.18,1.0
West Valley-Mission Community College District,UCD,1,6.0,1.0
West Valley-Mission Community College District,UCD,2,4.75,1.0
West Valley-Mission Community College District,UCD,3,3.93,1.0
West Valley-Mission Community College District,UCD,4,3.36,1.0
West Valley-Mission Community College District,UCM,1,7.0,0.0
West Valley-Mission Community College District,UCM,2,2.88,0.0
West Valley-Mission Community College District,UCM,3,1.25,0.0
West Valley-Mission Community College District,UCM,4,0.52,0.0
West Valley-Mission Community College District,UCSD,1,7.0,0.0
West Valley-Mission Community College District,UCSD,2,3.88,0.0
West Valley-Mission Community College District,UCSD,3,2.79,0.0
West Valley-Mission Community College District,UCSD,4,2.32,0.0
West Valley-Mission Community College District,UCSB,1,7.0,0.0
West Valley-Mission Community College District,UCSB,2,3.75,0.0
West Valley-Mission Community College District,UCSB,3,2.54,0.0
West Valley-Mission Community College District,UCSB,4,1.91,0.0
West Valley-Mission Community College District,UCLA,1,6.0,0.0
West Valley-Mission Community College District,UCLA,2,2.62,0.0
West Valley-Mission Community College District,UCLA,3,1.36,0.0
West Valley-Mission Community College District,UCLA,4,0.73,0.0
West Valley-Mission Community College District,UCB,1,5.0,0.0
West Valley-Mission Community College District,UCB,2,2.0,0.0
West Valley-Mission Community College District,UCB,3,0.93,0.0
West Valley-Mission Community College District,UCB,4,0.43,0.0
West Valley-Mission Community College District,UCSC,1,5.0,0.0
West Valley-Mission Community College District,UCSC,2,2.38,0.0
West Valley-Mission Community College District,UCSC,3,1.5,0.0
West Valley-Mission Community College District,UCSC,4,1.05,0.0
West Valley-Mission Community College District,UCI,1,4.0,1.0
West Valley-Mission Community College District,UCI,2,1.38,1.0
West Valley-Mission Community College District,UCI,3,0.64,1.0
West Valley-Mission Community College District,UCI,4,0.38,1.0
West Valley-Mission Community College District,UCR,1,4.0,0.0
West Valley-Mission Community College District,UCR,2,1.62,0.0
West Valley-Mission Community College District,UCR,3,0.96,0.0
West Valley-Mission Community College District,UCR,4,0.66,0.0
Yosemite Community College District,UCD,1,5.0,1.0
Yosemite Community College District,UCD,2,3.12,1.0
Yosemite Community College District,UCD,3,2.46,1.0
Yosemite Community College District,UCD,4,1.98,1.0
Yosemite Community College District,UCM,1,7.0,0.0
Yosemite Community College District,UCM,2,3.25,0.0
Yosemite Community College District,UCM,3,1.82,0.0
Yosemite Community College District,UCM,4,0.96,0.0
Yosemite Community College District,UCSD,1,6.0,1.0
Yosemite Community College District,UCSD,2,2.75,1.0
Yosemite Community College District,UCSD,3,1.68,1.0
Yosemite Community College District,UCSD,4,1.05,1.0
Yosemite Community College District,UCSB,1,5.0,2.0
Yosemite Community College District,UCSB,2,2.12,2.0
Yosemite Community College District,UCSB,3,1.29,2.0
Yosemite Community College District,UCSB,4,0.79,2.0
Yosemite Community College District,UCLA,1,5.0,1.0
Yosemite Community College District,UCLA,2,2.25,1.0
Yosemite Community College District,UCLA,3,1.57,1.0
Yosemite Community College District,UCLA,4,1.25,1.0
Yosemite Community College District,UCB,1,5.0,0.0
Yosemite Community College District,UCB,2,2.0,0.0
Yosemite Community College District,UCB,3,1.11,0.0
Yosemite Community College District,UCB,4,0.61,0.0
Yosemite Community College District,UCSC,1,5.0,0.0
Yosemite Community College District,UCSC,2,2.5,0.0
Yosemite Community College District,UCSC,3,1.86,0.0
Yosemite Community College District,UCSC,4,1.43,0.0
Yosemite Community College District,UCI,1,4.0,1.0
Yosemite Community College District,UCI,2,2.0,1.0
Yosemite Community College District,UCI,3,1.75,1.0
Yosemite Community College District,UCI,4,1.62,1.0
Yosemite Community College District,UCR,1,4.0,0.0
Yosemite Community College District,UCR,2,1.5,0.0
Yosemite Community College District,UCR,3,0.93,0.0
Yosemite Community College District,UCR,4,0.62,0.0
Yuba Community College District,UCD,1,4.0,1.0
Yuba Community College District,UCD,2,2.88,1.0
Yuba Community College District,UCD,3,2.18,1.0
Yuba Community College District,UCD,4,1.73,1.0
Yuba Community College District,UCM,1,6.0,0.0
Yuba Community College District,UCM,2,2.75,0.0
Yuba Community College District,UCM,3,1.5,0.0
Yuba Community College District,UCM,4,0.84,0.0
Yuba Community College District,UCSD,1,5.0,2.0
Yuba Community College District,UCSD,2,2.25,2.0
Yuba Community College District,UCSD,3,1.39,2.0
Yuba Community College District,UCSD,4,1.04,2.0
Yuba Community College District,UCSB,1,7.0,0.0
Yuba Community College District,UCSB,2,3.5,0.0
Yuba Community College District,UCSB,3,2.04,0.0
Yuba Community College District,UCSB,4,1.2,0.0
Yuba Community College District,UCLA,1,6.0,0.0
Yuba Community College District,UCLA,2,2.62,0.0
Yuba Community College District,UCLA,3,1.32,0.0
Yuba Community College District,UCLA,4,0.66,0.0
Yuba Community College District,UCB,1,5.0,0.0
Yuba Community College District,UCB,2,2.12,0.0
Yuba Community College District,UCB,3,1.07,0.0
Yuba Community College District,UCB,4,0.54,0.0
Yuba Community College District,UCSC,1,5.0,0.0
Yuba Community College District,UCSC,2,2.62,0.0
Yuba Community College District,UCSC,3,1.82,0.0
Yuba Community College District,UCSC,4,1.34,0.0
Yuba Community College District,UCI,1,2.0,4.0
Yuba Community College District,UCI,2,0.25,4.0
Yuba Community College District,UCI,3,0.0,4.0
Yuba Community College District,UCI,4,0.0,4.0
Yuba Community College District,UCR,1,4.0,0.0
Yuba Community College District,UCR,2,1.5,0.0
Yuba Community College District,UCR,3,0.79,0.0
Yuba Community College District,UCR,4,0.48,0.0
