scenario_id,district_index,district,region,unit_system,reachable_count,reachable_codes,portfolio_mask,portfolio_size,portfolio_codes,status,course_status,prerequisite_status,schedule_status,role_attribution_status,course_result_quality,schedule_result_quality,distinct_courses,major_course_count,prerequisite_course_count,colleges_used,semester_equiv_units,min_terms,lower_bound_terms,upper_bound_terms,academic_years,exact_only_overlap_savings_courses,bounded_sensitivity_overlap_savings_courses,computation_elapsed_ms
4:160,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,160,2,UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,6,6,0,1,26,3,3,3,1.5,5,5,3
4:192,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,192,2,UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,10,8,2,1,41,5,5,5,2.5,5,5,4
4:258,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,258,2,UCR|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,49,5,5,5,2.5,8,8,94
4:260,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,260,2,UCB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,12,1,1,54,5,5,5,2.5,9,9,332
4:264,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,264,2,UCD|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,7,7,23
4:288,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,288,2,UCI|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,53,5,5,5,2.5,4,4,236
4:320,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,320,2,UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,12,1,1,53,5,5,5,2.5,8,8,15
4:384,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,384,2,UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,13,1,1,57,5,5,5,2.5,4,4,338
4:14,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,14,3,UCR|UCB|UCD,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,12,12,1298
4:38,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,38,3,UCR|UCB|UCI,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,54,5,5,5,2.5,10,10,3376
4:42,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,42,3,UCR|UCD|UCI,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,43,4,4,4,2,12,12,203
4:44,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,44,3,UCB|UCD|UCI,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,9,9,961
4:70,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,70,3,UCR|UCB|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,58,5,5,5,2.5,13,13,277
4:74,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,74,3,UCR|UCD|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,46,5,5,5,2.5,15,15,3
4:76,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,76,3,UCB|UCD|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,13,13,255
4:98,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,98,3,UCR|UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,42,5,5,5,2.5,12,12,9
4:100,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,100,3,UCB|UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,58,5,5,5,2.5,10,10,1243
4:104,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,104,3,UCD|UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,41,5,5,5,2.5,13,13,22
4:134,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,134,3,UCR|UCB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,9,9,4896
4:138,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,138,3,UCR|UCD|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,43,4,4,4,2,13,13,4
4:140,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,140,3,UCB|UCD|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,10,10,871
4:162,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,162,3,UCR|UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,8,8,0,1,35,3,3,3,1.5,11,11,6
4:164,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,164,3,UCB|UCI|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,1,58,5,5,5,2.5,,7,6007
4:168,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,168,3,UCD|UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,9,9,0,1,38,4,4,4,2,11,11,3
4:194,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,194,3,UCR|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,11,10,1,1,46,5,5,5,2.5,12,12,6
4:196,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,196,3,UCB|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,14,1,1,62,5,5,5,2.5,10,10,657
4:200,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,200,3,UCD|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,41,5,5,5,2.5,14,14,3
4:224,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,224,3,UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,10,9,1,1,41,5,5,5,2.5,10,10,6
4:262,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,262,3,UCR|UCB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,54,5,5,5,2.5,17,17,416
4:266,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,266,3,UCR|UCD|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,15,15,22
4:268,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,268,3,UCB|UCD|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,16,16,95
4:290,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,290,3,UCR|UCI|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,53,5,5,5,2.5,12,12,240
4:292,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,292,3,UCB|UCI|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,58,5,5,5,2.5,13,13,615
4:296,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,296,3,UCD|UCI|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,12,12,151
4:322,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,322,3,UCR|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,53,5,5,5,2.5,16,16,19
4:324,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,324,3,UCB|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,13,1,1,58,5,5,5,2.5,17,17,62
4:328,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,328,3,UCD|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,16,16,11
4:352,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,352,3,UCI|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,53,5,5,5,2.5,13,13,16
4:386,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,386,3,UCR|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,12,12,104
4:388,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,388,3,UCB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,14,1,1,62,5,5,5,2.5,13,13,627
4:392,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,392,3,UCD|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,13,13,13
4:416,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,416,3,UCI|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,9,9,201
4:448,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,448,3,UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,13,1,1,57,5,5,5,2.5,13,13,17
4:46,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,46,4,UCR|UCB|UCD|UCI,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,17,17,514
4:78,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,78,4,UCR|UCB|UCD|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,21,21,116
4:102,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,102,4,UCR|UCB|UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,58,5,5,5,2.5,18,18,439
4:106,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,106,4,UCR|UCD|UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,46,5,5,5,2.5,20,20,6
4:108,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,108,4,UCB|UCD|UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,18,18,345
4:142,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,142,4,UCR|UCB|UCD|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,18,18,592
4:166,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,166,4,UCR|UCB|UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,14,14,5358
4:170,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,170,4,UCR|UCD|UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,43,4,4,4,2,18,18,35
4:172,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,172,4,UCB|UCD|UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,15,15,1336
4:198,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,198,4,UCR|UCB|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,18,18,230
4:202,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,202,4,UCR|UCD|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,46,5,5,5,2.5,21,21,5
4:204,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,204,4,UCB|UCD|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,19,19,314
4:226,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,226,4,UCR|UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,11,10,1,1,46,5,5,5,2.5,17,17,11
4:228,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,228,4,UCB|UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,15,15,1157
4:232,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,232,4,UCD|UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,41,5,5,5,2.5,19,19,5
4:270,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,270,4,UCR|UCB|UCD|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,24,24,127
4:294,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,294,4,UCR|UCB|UCI|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,58,5,5,5,2.5,21,21,862
4:298,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,298,4,UCR|UCD|UCI|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,20,20,18
4:300,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,300,4,UCB|UCD|UCI|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,21,21,60
4:326,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,326,4,UCR|UCB|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,58,5,5,5,2.5,25,25,68
4:330,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,330,4,UCR|UCD|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,24,24,10
4:332,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,332,4,UCB|UCD|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,25,25,51
4:354,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,354,4,UCR|UCI|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,53,5,5,5,2.5,21,21,19
4:356,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,356,4,UCB|UCI|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,58,5,5,5,2.5,22,22,88
4:360,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,360,4,UCD|UCI|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,21,21,12
4:390,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,390,4,UCR|UCB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,21,21,696
4:394,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,394,4,UCR|UCD|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,21,21,18
4:396,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,396,4,UCB|UCD|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,22,22,73
4:418,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,418,4,UCR|UCI|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,17,17,218
4:420,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,420,4,UCB|UCI|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,18,18,903
4:424,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,424,4,UCD|UCI|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,18,18,13
4:450,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,450,4,UCR|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,21,21,13
4:452,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,452,4,UCB|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,14,1,1,62,5,5,5,2.5,22,22,61
4:456,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,456,4,UCD|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,22,22,9
4:480,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,480,4,UCI|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,18,18,20
4:110,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,110,5,UCR|UCB|UCD|UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,26,26,190
4:174,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,174,5,UCR|UCB|UCD|UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,23,23,718
4:206,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,206,5,UCR|UCB|UCD|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,27,27,171
4:230,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,230,5,UCR|UCB|UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,23,23,382
4:234,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,234,5,UCR|UCD|UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,46,5,5,5,2.5,26,26,7
4:236,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,236,5,UCB|UCD|UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,24,24,415
4:302,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,302,5,UCR|UCB|UCD|UCI|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,29,29,63
4:334,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,334,5,UCR|UCB|UCD|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,33,33,51
4:358,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,358,5,UCR|UCB|UCI|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,58,5,5,5,2.5,30,30,78
4:362,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,362,5,UCR|UCD|UCI|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,29,29,14
4:364,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,364,5,UCB|UCD|UCI|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,30,30,53
4:398,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,398,5,UCR|UCB|UCD|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,30,30,89
4:422,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,422,5,UCR|UCB|UCI|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,26,26,830
4:426,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,426,5,UCR|UCD|UCI|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,26,26,15
4:428,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,428,5,UCB|UCD|UCI|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,27,27,62
4:454,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,454,5,UCR|UCB|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,30,30,62
4:458,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,458,5,UCR|UCD|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,30,30,10
4:460,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,460,5,UCB|UCD|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,31,31,41
4:482,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,482,5,UCR|UCI|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,26,26,19
4:484,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,484,5,UCB|UCI|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,27,27,81
4:488,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,488,5,UCD|UCI|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,27,27,11
4:238,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,238,6,UCR|UCB|UCD|UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,32,32,162
4:366,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,366,6,UCR|UCB|UCD|UCI|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,38,38,57
4:430,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,430,6,UCR|UCB|UCD|UCI|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,35,35,68
4:462,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,462,6,UCR|UCB|UCD|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,39,39,46
4:486,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,486,6,UCR|UCB|UCI|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,35,35,79
4:490,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,490,6,UCR|UCD|UCI|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,35,35,13
4:492,4,Cabrillo Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,492,6,UCB|UCD|UCI|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,36,36,49
